Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1675,16,T:System.Net.Http.HttpContent,,,,,var responseText = await response.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1668,12,T:System.Net.Http.HttpContent,,,,,"if (response == null || response.Content == null)              {                  return new ObjectResponseResult<T>(default(T), string.Empty);              }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1633,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1633,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1615,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1613,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1613,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1602,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1602,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1602,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1590,20,T:System.Net.Http.HttpContent,,,,,"request_.Content = new System.Net.Http.StringContent(string.Empty, System.Text.Encoding.UTF8, ""application/json"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1542,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1542,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1524,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1522,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1522,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1511,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1511,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1511,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1499,20,T:System.Net.Http.HttpContent,,,,,"request_.Content = new System.Net.Http.StringContent(string.Empty, System.Text.Encoding.UTF8, ""application/json"");"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1359,20,T:System.Net.Http.HttpContent,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      {                          var typedBody = await System.Text.Json.JsonSerializer.DeserializeAsync<T>(responseStream, JsonSerializerSettings, cancellationToken).ConfigureAwait(false);                          return new ObjectResponseResult<T>(typedBody, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1359,20,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      {                          var typedBody = await System.Text.Json.JsonSerializer.DeserializeAsync<T>(responseStream, JsonSerializerSettings, cancellationToken).ConfigureAwait(false);                          return new ObjectResponseResult<T>(typedBody, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1343,16,T:System.Net.Http.HttpContent,,,,,var responseText = await response.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1336,12,T:System.Net.Http.HttpContent,,,,,"if (response == null || response.Content == null)              {                  return new ObjectResponseResult<T>(default(T), string.Empty);              }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1301,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1301,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1283,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1281,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1281,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1270,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1270,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1270,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1211,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1211,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1183,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1181,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1181,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1170,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1170,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1170,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1163,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""model_name"")).Append('=').Append(System.Uri.EscapeDataString(ConvertToString(model_name, System.Globalization.CultureInfo.InvariantCulture))).Append('&');"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1163,16,T:System.Uri,,,,,"urlBuilder_.Append(System.Uri.EscapeDataString(""model_name"")).Append('=').Append(System.Uri.EscapeDataString(ConvertToString(model_name, System.Globalization.CultureInfo.InvariantCulture))).Append('&');"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1105,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1105,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1087,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1085,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1085,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1074,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1074,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1074,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1015,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,1015,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,997,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,995,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,995,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,984,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,984,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,984,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,833,20,T:System.Net.Http.HttpContent,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      {                          var typedBody = await System.Text.Json.JsonSerializer.DeserializeAsync<T>(responseStream, JsonSerializerSettings, cancellationToken).ConfigureAwait(false);                          return new ObjectResponseResult<T>(typedBody, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,833,20,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      {                          var typedBody = await System.Text.Json.JsonSerializer.DeserializeAsync<T>(responseStream, JsonSerializerSettings, cancellationToken).ConfigureAwait(false);                          return new ObjectResponseResult<T>(typedBody, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,817,16,T:System.Net.Http.HttpContent,,,,,var responseText = await response.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,810,12,T:System.Net.Http.HttpContent,,,,,"if (response == null || response.Content == null)              {                  return new ObjectResponseResult<T>(default(T), string.Empty);              }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,775,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,775,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,757,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,755,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,755,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,744,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,744,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,744,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,685,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,685,28,T:System.Net.Http.HttpContent,,,,,var responseData_ = response_.Content == null ? null : await response_.Content.ReadAsStringAsync().ConfigureAwait(false);
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,667,28,T:System.Net.Http.HttpContent,,,,,foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,665,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,665,24,T:System.Net.Http.HttpContent,,,,,if (response_.Content != null && response_.Content.Headers != null)                          {                              foreach (var item_ in response_.Content.Headers)                                  headers_[item_.Key] = item_.Value;                          }
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,654,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,654,20,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,654,20,T:System.Uri,,,,,"request_.RequestUri = new System.Uri(url_, System.UriKind.RelativeOrAbsolute);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,503,20,T:System.Net.Http.HttpContent,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      {                          var typedBody = await System.Text.Json.JsonSerializer.DeserializeAsync<T>(responseStream, JsonSerializerSettings, cancellationToken).ConfigureAwait(false);                          return new ObjectResponseResult<T>(typedBody, string.Empty);                      }"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,src\VoiceStudio.App\VoiceStudio.App.csproj,File,src\VoiceStudio.App\Core\Services\Generated\BackendClient.generated.cs,503,20,M:System.Net.Http.HttpContent.ReadAsStreamAsync,,,,,"using (var responseStream = await response.Content.ReadAsStreamAsync().ConfigureAwait(false))                      {                          var typedBody = await System.Text.Json.JsonSerializer.DeserializeAsync<T>(responseStream, JsonSerializerSettings, cancellationToken).ConfigureAwait(false);                          return new ObjectResponseResult<T>(typedBody, string.Empty);                      }"
